Annotator	Data set	ID	Text	Is it offensive?	Is it a slur?	Is it adjective nominalization	Is it distancing
A		D-16178	RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;	Y	N	Y	N
B		D-16178	RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;	Y	N	Y	N
C		D-16178	RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;	N	N	N	N
A		D-15329	RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.	Y	Y	Y	Y
B		D-15329	RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.	Y	Y	N	Y
C		D-15329	RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.	Y	Y	N	N
A		D-15	Not like other black Americans	Y	N	Y	N
C		D-15	Not like other black Americans	Y	N	N	Y
D		D-15	Not like other black Americans	Y	N	N	Y
A		D-1495	&#8220;@PlMPCESS: In the fashion world "urban" means "stolen from black people" its ghetto on us, and urban on them haha http://t.co/S0XWGfLJ9C&#8221; &#128588;	N	Y	N	Y
B		D-1495	&#8220;@PlMPCESS: In the fashion world "urban" means "stolen from black people" its ghetto on us, and urban on them haha http://t.co/S0XWGfLJ9C&#8221; &#128588;	N	Y	N	Y
C		D-1495	&#8220;@PlMPCESS: In the fashion world "urban" means "stolen from black people" its ghetto on us, and urban on them haha http://t.co/S0XWGfLJ9C&#8221; &#128588;	N	N	N	Y
A		D-1376	&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;	N	N	N	N
B		D-1376	&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;	Y	N	N	N
C		D-1376	&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;	Y	N	N	N
A		D-13268	My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6	Y	Y	Y	N
B		D-13268	My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6	Y	Y	N	N
C		D-13268	My advice of the day: If your a tranny.....go fuck your self! http://t.co/W5G2zhZkU6	Y	Y	Y	N
A		D-13	" bad bitches is the only thing that i like "	N	Y	Y	N
B		D-13	" bad bitches is the only thing that i like "	N	Y	Y	N
D		D-13	" bad bitches is the only thing that i like "	N	Y	N	N
A		D-1277	&#8220;@FliirtNextDoor: Phat pussy &#128525;&#128553;&#128166;&#128166;&#128166;&#128520;: http://t.co/Cbel8h29e1&#8221;that looks like a scrotum	Y	Y	N	N
B		D-1277	&#8220;@FliirtNextDoor: Phat pussy &#128525;&#128553;&#128166;&#128166;&#128166;&#128520;: http://t.co/Cbel8h29e1&#8221;that looks like a scrotum	Y	Y	N	N
C		D-1277	&#8220;@FliirtNextDoor: Phat pussy &#128525;&#128553;&#128166;&#128166;&#128166;&#128520;: http://t.co/Cbel8h29e1&#8221;that looks like a scrotum	N	N	N	N
A		D-1276	&#8220;@FliirtNextDoor: If yo pussy stank ; u wasn't raised correctly&#8221;lmao	N	Y	N	N
B		D-1276	&#8220;@FliirtNextDoor: If yo pussy stank ; u wasn't raised correctly&#8221;lmao	Y	Y	N	N
C		D-1276	&#8220;@FliirtNextDoor: If yo pussy stank ; u wasn't raised correctly&#8221;lmao	N	N	N	N
A		D-1275	&#8220;@FabianMleal: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch	N	Y	Y	N
B		D-1275	&#8220;@FabianMleal: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch	N	Y	N	N
C		D-1275	&#8220;@FabianMleal: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch	N	Y	N	N
A		D-1274	&#8220;@FREDOSANTANA300: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?	N	Y	Y	N
B		D-1274	&#8220;@FREDOSANTANA300: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?	Y	Y	N	N
C		D-1274	&#8220;@FREDOSANTANA300: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?	N	Y	N	N
A		D-1273	&#8220;@FRATernize: I want to be obsessed with someone and I want someone to be obsessed with me&#8221;then u might have to kill the bitch&#128563;	Y	Y	Y	N
B		D-1273	&#8220;@FRATernize: I want to be obsessed with someone and I want someone to be obsessed with me&#8221;then u might have to kill the bitch&#128563;	Y	Y	N	N
C		D-1273	&#8220;@FRATernize: I want to be obsessed with someone and I want someone to be obsessed with me&#8221;then u might have to kill the bitch&#128563;	Y	Y	N	N
A		D-1269	&#8220;@Emoney25_: @West305 @_ImJustDede Ima whoop this boy!&#8221; It's nothing you bean head ass bitch	Y	Y	Y	N
B		D-1269	&#8220;@Emoney25_: @West305 @_ImJustDede Ima whoop this boy!&#8221; It's nothing you bean head ass bitch	Y	Y	N	N
C		D-1269	&#8220;@Emoney25_: @West305 @_ImJustDede Ima whoop this boy!&#8221; It's nothing you bean head ass bitch	Y	Y	Y	N
A		D-1266	&#8220;@EdgarGuillenjr: Lol good now I got them nasty rednecks off my back I can take care of business&#8221; @BlakeAnderson21 @Dalton_ryann he serious	Y	Y	Y	N
B		D-1266	&#8220;@EdgarGuillenjr: Lol good now I got them nasty rednecks off my back I can take care of business&#8221; @BlakeAnderson21 @Dalton_ryann he serious	Y	Y	N	N
C		D-1266	&#8220;@EdgarGuillenjr: Lol good now I got them nasty rednecks off my back I can take care of business&#8221; @BlakeAnderson21 @Dalton_ryann he serious	Y	Y	Y	N
A		D-1265	&#8220;@EBR_Chiefington: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;	N	Y	Y	N
B		D-1265	&#8220;@EBR_Chiefington: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;	Y	Y	N	N
C		D-1265	&#8220;@EBR_Chiefington: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;	N	Y	N	N
A		D-1262	&#8220;@DuhItsAdrii: How bitch how ?&#8221;&#128514; FRESH?	N	Y	Y	N
B		D-1262	&#8220;@DuhItsAdrii: How bitch how ?&#8221;&#128514; FRESH?	Y	Y	N	N
C		D-1262	&#8220;@DuhItsAdrii: How bitch how ?&#8221;&#128514; FRESH?	N	Y	N	N
A		D-1261	&#8220;@DueceDaGod: @JefDaBest I'm on my Y.U shit using LinkedIn at work b&#8221; lmfaoo bagging them linkiden hoes lol	N	Y	Y	N
B		D-1261	&#8220;@DueceDaGod: @JefDaBest I'm on my Y.U shit using LinkedIn at work b&#8221; lmfaoo bagging them linkiden hoes lol	N	Y	N	N
C		D-1261	&#8220;@DueceDaGod: @JefDaBest I'm on my Y.U shit using LinkedIn at work b&#8221; lmfaoo bagging them linkiden hoes lol	N	Y	N	N
A		D-1260	&#8220;@DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty	N	Y	Y	N
B		D-1260	&#8220;@DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty	Y	Y	N	N
C		D-1260	&#8220;@DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty	N	Y	N	N
A		D-1259	&#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;	Y	Y	N	N
B		D-1259	&#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;	N	Y	N	N
C		D-1259	&#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;	N	Y	N	N
A		D-1258	&#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad	N	Y	Y	N
B		D-1258	&#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad	Y	Y	N	N
C		D-1258	&#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad	N	Y	N	N
A		D-1257	&#8220;@DreStiles &#8220;@DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too	Y	Y	Y	Y
B		D-1257	&#8220;@DreStiles &#8220;@DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too	Y	Y	N	N
C		D-1257	&#8220;@DreStiles &#8220;@DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too	Y	Y	N	N
A		D-1256	&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;	Y	Y	Y	N
B		D-1256	&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;	Y	Y	N	N
C		D-1256	&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;	Y	Y	N	N
A		D-1252	&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh	N	Y	Y	N
B		D-1252	&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh	N	Y	N	N
C		D-1252	&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh	N	Y	N	N
A		D-1250	&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;    https://t.co/hiMKk7fYxB&#8221;&#128557;	N	Y	Y	N
B		D-1250	&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;    https://t.co/hiMKk7fYxB&#8221;&#128557;	Y	Y	N	N
C		D-1250	&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;    https://t.co/hiMKk7fYxB&#8221;&#128557;	N	Y	N	N
A		D-125	"@FunnyPicsDepot: this the "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/ZUai7qWBIR" &#128514; yup	N	Y	N	N
B		D-125	"@FunnyPicsDepot: this the "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/ZUai7qWBIR" &#128514; yup	Y	N	N	N
C		D-125	"@FunnyPicsDepot: this the "I play soccer, cheat on girls, and wear khaki coloured cargos" haircut http://t.co/ZUai7qWBIR" &#128514; yup	N	N	N	N
A		D-1248	&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch	Y	Y	Y	N
B		D-1248	&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch	N	Y	N	N
C		D-1248	&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch	Y	Y	N	Y?
A		D-123	"@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real.". CC: @BENBALLER hahaha	N	N	N	N
B		D-123	"@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real.". CC: @BENBALLER hahaha	N	N	N	N
C		D-123	"@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real.". CC: @BENBALLER hahaha	N	N	N	N
A		D-121	"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;    They *are* fairy tale creatures.	N	N	N	N
B		D-121	"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;    They *are* fairy tale creatures.	N	N	N	N
C		D-121	"@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;    They *are* fairy tale creatures.	N	N	N	N
A		D-119	"@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."	N	N	N	N
B		D-119	"@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."	N	N	N	N
C		D-119	"@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."	N	N	N	N
A		D-116	"@DomWorldPeace: Baseball season for the win. #Yankees" This is where the love started	N	N	N	N
B		D-116	"@DomWorldPeace: Baseball season for the win. #Yankees" This is where the love started	N	N	N	N
C		D-116	"@DomWorldPeace: Baseball season for the win. #Yankees" This is where the love started	N	Y	N	N
A		D-10729	I hate fat bitches	N	Y	Y	N
B		D-10729	I hate fat bitches	Y	Y	N	N
C		D-10729	I hate fat bitches	Y	Y	N	N
A		D-0	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...	N	N	N	N
B		D-0	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...	Y	N	Y	N
C		D-0	!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...	N	N	N	N
B		D-11	I don't think of you as a Mexican	N	N	N	Y
E		D-11	I don't think of you as a Mexican	Y	N	N	Y
F		D-11	I don't think of you as a Mexican	Y	N	Y	Y
A		M-99b	because they both say you should be scared of illegals?	N	N	Y	N
B		M-99b	because they both say you should be scared of illegals?	N	N	Y	N
D		M-99b	because they both say you should be scared of illegals?	N	N	Y	N
B		M-99a	“Ask the gays what they think and what they do, in, not only Saudi Arabia, but many of these countries, and then you tell me—who's your friend, Donald Trump or Hillary Clinton?”	N	N	Y	N
E		M-99a	“Ask the gays what they think and what they do, in, not only Saudi Arabia, but many of these countries, and then you tell me—who's your friend, Donald Trump or Hillary Clinton?”	N	N	Y	N
F		M-99a	“Ask the gays what they think and what they do, in, not only Saudi Arabia, but many of these countries, and then you tell me—who's your friend, Donald Trump or Hillary Clinton?”	N	N	Y	N
A		M-98b	Sadly an illegal (like the 1s u had on stage) killed him. #MAGA	N	N	Y	N
B		M-98b	Sadly an illegal (like the 1s u had on stage) killed him. #MAGA	Y	N	Y	Y
D		M-98b	Sadly an illegal (like the 1s u had on stage) killed him. #MAGA	Y	N	Y	Y
B		M-98a	DO NOT TRUST THE MEDIA. THIS IS A SET UP. I SAW A GAY MAN PLEADING 2 FELLOW GAYS IN VID YEST. HE KNOW HE WILL B KILLED	N	N	Y	N
E		M-98a	DO NOT TRUST THE MEDIA. THIS IS A SET UP. I SAW A GAY MAN PLEADING 2 FELLOW GAYS IN VID YEST. HE KNOW HE WILL B KILLED	N	N	Y	N
F		M-98a	DO NOT TRUST THE MEDIA. THIS IS A SET UP. I SAW A GAY MAN PLEADING 2 FELLOW GAYS IN VID YEST. HE KNOW HE WILL B KILLED	N	N	Y	N
C		D-4906	@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people	Y	Y	N	N
E		D-4906	@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people	Y	N	N	N
F		D-4906	@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people	Y	Y	N	Y
D		WH-509079978034881000	RT @TheBigKahuna12 I'm not sexist, but I'm just not a fan of all these women rappers.	Y	N	N	Y
E		WH-509079978034881000	RT @TheBigKahuna12 I'm not sexist, but I'm just not a fan of all these women rappers.	N	N	N	N
F		WH-509079978034881000	RT @TheBigKahuna12 I'm not sexist, but I'm just not a fan of all these women rappers.	Y	N	N	Y
B		WH-395011348762866000	RT @MKriegbaumJr: Call me sexist, but if you need a specific training segment for coaching women, it defeats the purpose of equality acrossâ€¦	N	N	N	N
E		WH-395011348762866000	RT @MKriegbaumJr: Call me sexist, but if you need a specific training segment for coaching women, it defeats the purpose of equality acrossâ€¦	N	N	N	N
F		WH-395011348762866000	RT @MKriegbaumJr: Call me sexist, but if you need a specific training segment for coaching women, it defeats the purpose of equality acrossâ€¦	N	N	N	N
C		WH-540890103603032000	RT @gymalwaysliftin: I'm not sexist but don't go around saying WEMON are top shit and yous run the world. When it's MEN that literally run â€¦	Y	N	N	N
E		WH-540890103603032000	RT @gymalwaysliftin: I'm not sexist but don't go around saying WEMON are top shit and yous run the world. When it's MEN that literally run â€¦	Y	N	N	N
F		WH-540890103603032000	RT @gymalwaysliftin: I'm not sexist but don't go around saying WEMON are top shit and yous run the world. When it's MEN that literally run â€¦	Y	N	N	Y
B		WH-504781276436759000	RT @djolder: And still you call us "minorities." You make no sense. RT @TheAtlantic: This fall, minorities will outnumber white students inâ€¦	N	N	Y	N
E		WH-504781276436759000	RT @djolder: And still you call us "minorities." You make no sense. RT @TheAtlantic: This fall, minorities will outnumber white students inâ€¦	Y	N	Y	N
F		WH-504781276436759000	RT @djolder: And still you call us "minorities." You make no sense. RT @TheAtlantic: This fall, minorities will outnumber white students inâ€¦	N	N	Y	N
A		WH-437737798808773000	RT @David_Ihlan: Hearing these girls in my class talk about cars is some of the lowest IQ discussion I've ever heard. #NotSexist #JustAnObsâ€¦	Y	N	N	N
C		WH-437737798808773000	RT @David_Ihlan: Hearing these girls in my class talk about cars is some of the lowest IQ discussion I've ever heard. #NotSexist #JustAnObsâ€¦	Y	N	N	N
